sequence_id,prefix_len,next_technique_id,prefix_technique_ids,next_technique_id_parent,prefix_technique_ids_parent
SIM_004_part004,18,T1087,T1078 || T1586.003 || T1140 || T1036 || T1036.002 || T1036.005 || T1027 || T1078 || T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001,T1087,T1078 || T1586 || T1140 || T1036 || T1036 || T1036 || T1027 || T1078 || T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558
SIM_004_part004,19,T1087.001,T1078 || T1586.003 || T1140 || T1036 || T1036.002 || T1036.005 || T1027 || T1078 || T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087,T1087,T1078 || T1586 || T1140 || T1036 || T1036 || T1036 || T1027 || T1078 || T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087
SIM_004_part005,1,T1056,T1586.003,T1056,T1586
SIM_004_part005,2,T1056.001,T1586.003 || T1056,T1056,T1586 || T1056
SIM_004_part005,3,T1003,T1586.003 || T1056 || T1056.001,T1003,T1586 || T1056 || T1056
SIM_004_part005,4,T1003.001,T1586.003 || T1056 || T1056.001 || T1003,T1003,T1586 || T1056 || T1056 || T1003
SIM_004_part005,5,T1003.002,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001,T1003,T1586 || T1056 || T1056 || T1003 || T1003
SIM_004_part005,6,T1003.003,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002,T1003,T1586 || T1056 || T1056 || T1003 || T1003 || T1003
SIM_004_part005,7,T1003.004,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003,T1003,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003
SIM_004_part005,8,T1558,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004,T1558,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003
SIM_004_part005,9,T1558.001,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558,T1558,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558
SIM_004_part005,10,T1087,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001,T1087,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558
SIM_004_part005,11,T1087.001,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087,T1087,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087
SIM_004_part005,12,T1087.002,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001,T1087,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087
SIM_004_part005,13,T1083,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002,T1083,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087
SIM_004_part005,14,T1069,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083,T1069,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083
SIM_004_part005,15,T1069.002,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069,T1069,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069
SIM_004_part005,16,T1057,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002,T1057,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069
SIM_004_part005,17,T1018,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057,T1018,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057
SIM_004_part005,18,T1082,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018,T1082,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018
SIM_004_part005,19,T1614,T1586.003 || T1056 || T1056.001 || T1003 || T1003.001 || T1003.002 || T1003.003 || T1003.004 || T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082,T1614,T1586 || T1056 || T1056 || T1003 || T1003 || T1003 || T1003 || T1003 || T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082
SIM_004_part006,1,T1558.001,T1558,T1558,T1558
SIM_004_part006,2,T1087,T1558 || T1558.001,T1087,T1558 || T1558
SIM_004_part006,3,T1087.001,T1558 || T1558.001 || T1087,T1087,T1558 || T1558 || T1087
SIM_004_part006,4,T1087.002,T1558 || T1558.001 || T1087 || T1087.001,T1087,T1558 || T1558 || T1087 || T1087
SIM_004_part006,5,T1083,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002,T1083,T1558 || T1558 || T1087 || T1087 || T1087
SIM_004_part006,6,T1069,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083,T1069,T1558 || T1558 || T1087 || T1087 || T1087 || T1083
SIM_004_part006,7,T1069.002,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069,T1069,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069
SIM_004_part006,8,T1057,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002,T1057,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069
SIM_004_part006,9,T1018,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057,T1018,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057
SIM_004_part006,10,T1082,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018,T1082,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018
SIM_004_part006,11,T1614,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082,T1614,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082
SIM_004_part006,12,T1614.001,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614,T1614,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614
SIM_004_part006,13,T1016,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001,T1016,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614
SIM_004_part006,14,T1049,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016,T1049,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016
SIM_004_part006,15,T1033,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049,T1033,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049
SIM_004_part006,16,T1007,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033,T1007,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033
SIM_004_part006,17,T1021,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007,T1021,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007
SIM_004_part006,18,T1021.002,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021,T1021,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021
SIM_004_part006,19,T1560,T1558 || T1558.001 || T1087 || T1087.001 || T1087.002 || T1083 || T1069 || T1069.002 || T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002,T1560,T1558 || T1558 || T1087 || T1087 || T1087 || T1083 || T1069 || T1069 || T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021
SIM_004_part007,1,T1018,T1057,T1018,T1057
SIM_004_part007,2,T1082,T1057 || T1018,T1082,T1057 || T1018
SIM_004_part007,3,T1614,T1057 || T1018 || T1082,T1614,T1057 || T1018 || T1082
SIM_004_part007,4,T1614.001,T1057 || T1018 || T1082 || T1614,T1614,T1057 || T1018 || T1082 || T1614
SIM_004_part007,5,T1016,T1057 || T1018 || T1082 || T1614 || T1614.001,T1016,T1057 || T1018 || T1082 || T1614 || T1614
SIM_004_part007,6,T1049,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016,T1049,T1057 || T1018 || T1082 || T1614 || T1614 || T1016
SIM_004_part007,7,T1033,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049,T1033,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049
SIM_004_part007,8,T1007,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033,T1007,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033
SIM_004_part007,9,T1021,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007,T1021,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007
SIM_004_part007,10,T1021.002,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021,T1021,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021
SIM_004_part007,11,T1560,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002,T1560,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021
SIM_004_part007,12,T1560.001,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560,T1560,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560
SIM_004_part007,13,T1119,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001,T1119,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560
SIM_004_part007,14,T1213,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119,T1213,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119
SIM_004_part007,15,T1213.002,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213,T1213,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213
SIM_004_part007,16,T1005,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002,T1005,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213
SIM_004_part007,17,T1114,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005,T1114,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005
SIM_004_part007,18,T1114.002,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114,T1114,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114
SIM_004_part007,19,T1056,T1057 || T1018 || T1082 || T1614 || T1614.001 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002,T1056,T1057 || T1018 || T1082 || T1614 || T1614 || T1016 || T1049 || T1033 || T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114
SIM_004_part008,1,T1021,T1007,T1021,T1007
SIM_004_part008,2,T1021.002,T1007 || T1021,T1021,T1007 || T1021
SIM_004_part008,3,T1560,T1007 || T1021 || T1021.002,T1560,T1007 || T1021 || T1021
SIM_004_part008,4,T1560.001,T1007 || T1021 || T1021.002 || T1560,T1560,T1007 || T1021 || T1021 || T1560
SIM_004_part008,5,T1119,T1007 || T1021 || T1021.002 || T1560 || T1560.001,T1119,T1007 || T1021 || T1021 || T1560 || T1560
SIM_004_part008,6,T1213,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119,T1213,T1007 || T1021 || T1021 || T1560 || T1560 || T1119
SIM_004_part008,7,T1213.002,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213,T1213,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213
SIM_004_part008,8,T1005,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002,T1005,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213
SIM_004_part008,9,T1114,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005,T1114,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005
SIM_004_part008,10,T1114.002,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114,T1114,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114
SIM_004_part008,11,T1056,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002,T1056,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114
SIM_004_part008,12,T1056.001,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056,T1056,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056
SIM_004_part008,13,T1071,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001,T1071,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056
SIM_004_part008,14,T1071.001,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071,T1071,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071
SIM_004_part008,15,T1590.002,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071 || T1071.001,T1590,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071 || T1071
SIM_004_part008,16,T1105,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071 || T1071.001 || T1590.002,T1105,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071 || T1071 || T1590
SIM_004_part008,17,T1090,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071 || T1071.001 || T1590.002 || T1105,T1090,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071 || T1071 || T1590 || T1105
SIM_004_part008,18,T1020,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071 || T1071.001 || T1590.002 || T1105 || T1090,T1020,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071 || T1071 || T1590 || T1105 || T1090
SIM_004_part008,19,T1041,T1007 || T1021 || T1021.002 || T1560 || T1560.001 || T1119 || T1213 || T1213.002 || T1005 || T1114 || T1114.002 || T1056 || T1056.001 || T1071 || T1071.001 || T1590.002 || T1105 || T1090 || T1020,T1041,T1007 || T1021 || T1021 || T1560 || T1560 || T1119 || T1213 || T1213 || T1005 || T1114 || T1114 || T1056 || T1056 || T1071 || T1071 || T1590 || T1105 || T1090 || T1020
SIM_005_part001,1,T1566.001,T1566,T1566,T1566
SIM_005_part001,2,T1203,T1566 || T1566.001,T1203,T1566 || T1566
SIM_005_part001,3,T1204,T1566 || T1566.001 || T1203,T1204,T1566 || T1566 || T1203
SIM_005_part001,4,T1204.002,T1566 || T1566.001 || T1203 || T1204,T1204,T1566 || T1566 || T1203 || T1204
SIM_005_part001,5,T1568,T1566 || T1566.001 || T1203 || T1204 || T1204.002,T1568,T1566 || T1566 || T1203 || T1204 || T1204
SIM_005_part001,6,T1568.003,T1566 || T1566.001 || T1203 || T1204 || T1204.002 || T1568,T1568,T1566 || T1566 || T1203 || T1204 || T1204 || T1568
SIM_005_part001,7,T1102,T1566 || T1566.001 || T1203 || T1204 || T1204.002 || T1568 || T1568.003,T1102,T1566 || T1566 || T1203 || T1204 || T1204 || T1568 || T1568
SIM_005_part001,8,T1102.002,T1566 || T1566.001 || T1203 || T1204 || T1204.002 || T1568 || T1568.003 || T1102,T1102,T1566 || T1566 || T1203 || T1204 || T1204 || T1568 || T1568 || T1102
SIM_006_part001,1,T1583.001,T1583,T1583,T1583
SIM_006_part001,2,T1584,T1583 || T1583.001,T1584,T1583 || T1583
SIM_006_part001,3,T1585,T1583 || T1583.001 || T1584,T1585,T1583 || T1583 || T1584
SIM_006_part001,4,T1588,T1583 || T1583.001 || T1584 || T1585,T1588,T1583 || T1583 || T1584 || T1585
SIM_006_part001,5,T1588.002,T1583 || T1583.001 || T1584 || T1585 || T1588,T1588,T1583 || T1583 || T1584 || T1585 || T1588
SIM_006_part001,6,T1566,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002,T1566,T1583 || T1583 || T1584 || T1585 || T1588 || T1588
SIM_006_part001,7,T1566.001,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566,T1566,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566
SIM_006_part001,8,T1059,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001,T1059,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566
SIM_006_part001,9,T1059.003,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059,T1059,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059
SIM_006_part001,10,T1036,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.003,T1036,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059 || T1059
SIM_006_part001,11,T1036.005,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.003 || T1036,T1036,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1036
SIM_006_part001,12,T1550,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.003 || T1036 || T1036.005,T1550,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1036 || T1036
SIM_006_part001,13,T1075,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.003 || T1036 || T1036.005 || T1550,T1075,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1036 || T1036 || T1550
SIM_006_part001,14,T1003,T1583 || T1583.001 || T1584 || T1585 || T1588 || T1588.002 || T1566 || T1566.001 || T1059 || T1059.003 || T1036 || T1036.005 || T1550 || T1075,T1003,T1583 || T1583 || T1584 || T1585 || T1588 || T1588 || T1566 || T1566 || T1059 || T1059 || T1036 || T1036 || T1550 || T1075
